sample_id,country_code,level0,level1_family,level2_genus,level3_species,location,source,species_key,year,longitude,latitude,Category
2772623,CA,Evergreen Needleleaf,Taxaceae,Taxus,Taxus cuspidata,Canada,iNaturalist Research-grade Observations,5284524,2022,-75.73400548,45.32652142,Common
4871556,US,Evergreen Broadleaf,Urticaceae,Boehmeria,Boehmeria cylindrica,United States of America,iNaturalist Research-grade Observations,2984345,2022,-94.92490177,38.64476361,Frequent
3083100,MX,Deciduous Broadleaf,Phytolaccaceae,Phytolacca,Phytolacca icosandra,Mexico,iNaturalist Research-grade Observations,3084023,2023,-99.19463818,19.25149993,Frequent
3257950,PR,Evergreen Broadleaf,Moraceae,Artocarpus,Artocarpus altilis,Puerto Rico,iNaturalist Research-grade Observations,2984573,2024,-66.44629997,18.3365682,Common
5340531,AU,Evergreen Broadleaf,Asteraceae,Olearia,Olearia tomentosa,Australia,iNaturalist Research-grade Observations,5405029,2021,150.8482048,-35.01315577,Common
5056226,US,Evergreen Broadleaf,Magnoliaceae,Magnolia,Magnolia virginiana,United States of America,iNaturalist Research-grade Observations,3153639,2018,-74.71852102,39.87472637,Frequent
6077483,CO,Deciduous Broadleaf,Euphorbiaceae,Jatropha,Jatropha curcas,Colombia,Individuos plantados en actividades de restauración ecológica en el área de influencia del Proyecto Hidroeléctrico Ituango,3072953,2018,-75.85165887,6.69599572,Frequent
173718,ZA,Evergreen Broadleaf,Sapindaceae,Deinbollia,Deinbollia oblongifolia,South Africa,iNaturalist Research-grade Observations,3787829,2019,31.76482551,-28.94682525,Rare
6232791,AR,Deciduous Broadleaf,Euphorbiaceae,Ricinus,Ricinus communis,Argentina,iNaturalist Research-grade Observations,5380041,2024,-58.34882662,-34.60558056,Frequent
1015424,ES,Deciduous Broadleaf,Cactaceae,Pereskia,Pereskia bleo,Spain,iNaturalist Research-grade Observations,2519,2023,-7.28989893,37.20150421,Frequent
5055569,US,Evergreen Broadleaf,Magnoliaceae,Magnolia,Magnolia virginiana,United States of America,iNaturalist Research-grade Observations,3153639,2022,-77.11538594,37.74406979,Frequent
2738848,CA,Evergreen Needleleaf,Pinaceae,Tsuga,Tsuga canadensis,Canada,iNaturalist Research-grade Observations,2687182,2023,-78.45455209,44.98312159,Frequent
4591477,US,Evergreen Needleleaf,Pinaceae,Picea,Picea engelmannii,United States of America,iNaturalist Research-grade Observations,5284917,2022,-122.1185913,42.58907036,Frequent
3725502,US,Deciduous Broadleaf,Oxalidaceae,Oxalis,Oxalis montana,United States of America,iNaturalist Research-grade Observations,2891760,2015,-79.41840016,39.49874389,Frequent
2712944,CA,Deciduous Broadleaf,Juglandaceae,Juglans,Juglans cinerea,Canada,iNaturalist Research-grade Observations,3054352,2023,-76.38329519,44.424093,Frequent
6186879,CO,Evergreen Broadleaf,Asteraceae,Piptocoma,Piptocoma niceforoi,Colombia,Flora y Fauna de los predios Balcones 1 y Balcones 2 en Yopal-Casanare: Línea base de un proceso de restauración,3122143,2023,-72.48689256,5.39910631,Rare
5553649,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia ulicifolia,Australia,iNaturalist Research-grade Observations,2978369,2023,153.1384972,-29.89346119,Frequent
3514196,US,Deciduous Broadleaf,Solanaceae,Nicotiana,Nicotiana glauca,United States of America,iNaturalist Research-grade Observations,2928783,2023,-118.4088734,34.10853348,Frequent
604843,CZ,Deciduous Broadleaf,Ericaceae,Vaccinium,Vaccinium vitis-idaea,Czechia,Pl@ntNet automatically identified occurrences,2882835,2020,14.66687073,50.58505457,Frequent
4959519,US,Evergreen Broadleaf,Magnoliaceae,Magnolia,Magnolia virginiana,United States of America,Pl@ntNet automatically identified occurrences,3153639,2021,-80.11182604,40.26805475,Frequent
500761,KR,Deciduous Broadleaf,Rosaceae,Pyrus,Pyrus ussuriensis,"Korea, Republic of",NIEK_NES,8017230,2018,128.0140491,38.04803779,Rare
3645832,US,Deciduous Broadleaf,Rutaceae,Ptelea,Ptelea trifoliata,United States of America,iNaturalist Research-grade Observations,3190411,2018,-97.88728772,30.33929103,Frequent
3612581,US,Deciduous Broadleaf,Fabaceae,Lupinus,Lupinus texensis,United States of America,iNaturalist Research-grade Observations,2963880,2023,-98.14427018,30.8256541,Frequent
3553700,US,Deciduous Broadleaf,Lamiaceae,Salvia,Salvia clevelandii,United States of America,iNaturalist Research-grade Observations,2927024,2023,-117.2372981,33.00023729,Rare
4838113,US,Deciduous Broadleaf,Hamamelidaceae,Hamamelis,Hamamelis virginiana,United States of America,iNaturalist Research-grade Observations,3152827,2021,-87.09468019,41.64260387,Frequent
5510409,AU,Evergreen Broadleaf,Asteraceae,Olearia,Olearia tomentosa,Australia,iNaturalist Research-grade Observations,5405029,2021,149.9165782,-37.07338085,Common
6003248,CO,Evergreen Broadleaf,Arecaceae,Acrocomia,Acrocomia aculeata,Colombia,Individuos plantados en actividades de restauración ecológica en el área de influencia del Proyecto Hidroeléctrico Ituango,7413879,2018,-75.85393747,6.698238647,Common
1211476,FR,Deciduous Broadleaf,Lamiaceae,Salvia,Salvia officinalis,France,Pl@ntNet automatically identified occurrences,2927004,2021,1.206815568,44.52779386,Common
2517877,RU,Deciduous Broadleaf,Salicaceae,Salix,Salix cinerea,Russian Federation,iNaturalist Research-grade Observations,5372605,2021,35.04442745,54.89901634,Frequent
4448893,US,Deciduous Broadleaf,Salicaceae,Populus,Populus grandidentata,United States of America,iNaturalist Research-grade Observations,3040210,2021,-77.03231735,40.58102568,Frequent
6256193,CL,Evergreen Broadleaf,Euphorbiaceae,Colliguaja,Colliguaja odorifera,Chile,iNaturalist Research-grade Observations,3073813,2022,-71.53859337,-33.0618041,Common
5810254,NZ,Evergreen Broadleaf,Rubiaceae,Coprosma,Coprosma tenuicaulis,New Zealand,iNaturalist Research-grade Observations,2911374,2023,171.128629,-42.80384742,Common
306078,TW,Deciduous Broadleaf,Oleaceae,Fraxinus,Fraxinus griffithii,Chinese Taipei,iNaturalist Research-grade Observations,6433113,2023,121.0337678,24.65046355,Common
6008559,CO,Evergreen Broadleaf,Lacistemataceae,Lacistema,Lacistema aggregatum,Colombia,"Biodiversidad asociada al proyecto Línea de Transmisión de Energía Segundo Circuito San Lorenzo - Calizas a 110 kV, Antioquia",3075397,2018,-75.00013109,5.986499233,Rare
6043876,CO,Evergreen Broadleaf,Clusiaceae,Clusia,Clusia minor,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,5421056,2018,-75.85619377,6.755399864,Frequent
1997044,PT,Evergreen Broadleaf,Fabaceae,Ceratonia,Ceratonia siliqua,Portugal,Pl@ntNet automatically identified occurrences,5356354,2020,-7.952342982,39.48999959,Common
406043,TW,Evergreen Broadleaf,Piperaceae,Piper,Piper kadsura,Chinese Taipei,iNaturalist Research-grade Observations,4183601,2024,120.2672305,22.65511839,Frequent
4061439,US,Deciduous Broadleaf,Fabaceae,Mimosa,Mimosa quadrivalvis,United States of America,iNaturalist Research-grade Observations,2969669,2020,-93.15701536,34.25243759,Common
3579519,US,Deciduous Broadleaf,Sapindaceae,Sapindus,Sapindus drummondii,United States of America,iNaturalist Research-grade Observations,5576859,2021,-97.23274074,31.52383785,Frequent
3464671,US,Evergreen Broadleaf,Cactaceae,Cylindropuntia,Cylindropuntia bernardina,United States of America,iNaturalist Research-grade Observations,10912785,2023,-116.5881779,33.21542905,Common
3272790,PR,Evergreen Broadleaf,Urticaceae,Cecropia,Cecropia schreberiana,Puerto Rico,iNaturalist Research-grade Observations,2984475,2024,-65.76878415,18.3154276,Common
6257171,CL,Evergreen Broadleaf,Escalloniaceae,Escallonia,Escallonia pulverulenta,Chile,iNaturalist Research-grade Observations,7278596,2024,-70.56397211,-33.82531814,Common
5870842,BR,Evergreen Broadleaf,Arecaceae,Mauritia,Mauritia flexuosa,Brazil,iNaturalist Research-grade Observations,5294777,2016,-42.80146626,-2.738039656,Common
6198623,CO,Evergreen Broadleaf,Fabaceae,Senegalia,Senegalia polyphylla,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del proyecto: Interconexión Cuestecitas - Copey - Fundación 500/220 mil voltios,2980360,2019,-73.93585961,10.15379225,Common
6164838,CO,Deciduous Broadleaf,Malvaceae,Pseudobombax,Pseudobombax septenatum,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del proyecto: Interconexión Cuestecitas - Copey - Fundación 500/220 mil voltios,4073614,2018,-73.93253312,10.12997174,Frequent
3977952,US,Deciduous Broadleaf,Rosaceae,Holodiscus,Holodiscus discolor,United States of America,iNaturalist Research-grade Observations,2987780,2024,-122.7908632,47.38143571,Frequent
1061618,ES,Deciduous Broadleaf,Rosaceae,Prunus,Prunus spinosa,Spain,Pl@ntNet automatically identified occurrences,3023221,2019,-4.13882612,40.86825422,Frequent
1677961,NO,Deciduous Broadleaf,Sapindaceae,Acer,Acer platanoides,Norway,Norwegian Species Observation Service,3189846,2020,9.91700507,59.22322959,Frequent
403816,TW,Evergreen Broadleaf,Phyllanthaceae,Bridelia,Bridelia tomentosa,Chinese Taipei,iNaturalist Research-grade Observations,3076120,2021,120.4916437,22.88471304,Common
4142104,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus marilandica,United States of America,iNaturalist Research-grade Observations,2881630,2023,-92.17913004,34.87906614,Frequent
3645248,US,Deciduous Broadleaf,Rutaceae,Ptelea,Ptelea trifoliata,United States of America,iNaturalist Research-grade Observations,3190411,2022,-103.3011492,29.24839426,Frequent
2591639,RU,Deciduous Broadleaf,Plantaginaceae,Veronica,Veronica officinalis,Russian Federation,iNaturalist Research-grade Observations,3172049,2024,104.4138242,51.45286698,Frequent
5893258,CO,Deciduous Broadleaf,Burseraceae,Bursera,Bursera simaruba,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,3190450,2018,-75.66155847,7.124542085,Frequent
4124138,US,Deciduous Broadleaf,Caprifoliaceae,Symphoricarpos,Symphoricarpos orbiculatus,United States of America,iNaturalist Research-grade Observations,2888636,2024,-93.58419278,35.89478694,Frequent
4156376,US,Deciduous Broadleaf,Rosaceae,Amelanchier,Amelanchier arborea,United States of America,iNaturalist Research-grade Observations,3024052,2021,-93.96199012,36.31881623,Common
6110192,CO,Deciduous Broadleaf,Bignoniaceae,Handroanthus,Handroanthus billbergii,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del proyecto: Interconexión Cuestecitas - Copey - Fundación 500/220 mil voltios,7298500,2019,-72.63600935,11.15786142,Frequent
5254963,AU,Deciduous Broadleaf,Heliotropiaceae,Heliotropium,Heliotropium supinum,Australia,SA Flora,2925777,2017,140.5476547,-34.37952197,Common
619462,AT,Deciduous Broadleaf,Rosaceae,Amelanchier,Amelanchier ovalis,Austria,"Observation.org, Nature data from around the World",3023878,2023,12.85594952,47.47098338,Frequent
5412984,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,Australia,iNaturalist Research-grade Observations,11900000,2019,144.2141148,-37.16136338,Frequent
403722,TW,Evergreen Broadleaf,Phyllanthaceae,Bridelia,Bridelia tomentosa,Chinese Taipei,iNaturalist Research-grade Observations,3076120,2022,120.5907071,23.43125168,Common
174395,ZA,Evergreen Broadleaf,Stilbaceae,Nuxia,Nuxia oppositifolia,South Africa,iNaturalist Research-grade Observations,4055659,2023,30.81367696,-24.40438806,Rare
5504018,AU,Evergreen Broadleaf,Arecaceae,Syagrus,Syagrus romanzoffiana,Australia,iNaturalist Research-grade Observations,5293897,2022,153.2908201,-27.67640061,Common
3683765,US,Deciduous Broadleaf,Convolvulaceae,Ipomoea,Ipomoea purpurea,United States of America,iNaturalist Research-grade Observations,2928576,2022,-82.2507721,35.20598514,Frequent
4141737,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus macrocarpa,United States of America,iNaturalist Research-grade Observations,2878213,2019,-93.19022228,44.90276413,Frequent
5219965,AU,Evergreen Broadleaf,Asphodelaceae,Xanthorrhoea,Xanthorrhoea caespitosa,Australia,iNaturalist Research-grade Observations,2779437,2021,140.2537241,-35.98509711,Common
5456184,AU,Evergreen Broadleaf,Proteaceae,Persoonia,Persoonia nutans,Australia,NSW BioNet Atlas,7287302,2016,150.7537388,-33.67112688,Frequent
5839424,AU,Evergreen Broadleaf,Asteraceae,Olearia,Olearia lirata,Australia,iNaturalist Research-grade Observations,5405004,2024,146.2885912,-41.57811189,Frequent
5397373,AU,Deciduous Broadleaf,Fabaceae,Senna,Senna pendula,Australia,iNaturalist Research-grade Observations,2957187,2023,150.9957431,-34.13486002,Common
385232,TW,Evergreen Broadleaf,Lauraceae,Cryptocarya,Cryptocarya chinensis,Chinese Taipei,iNaturalist Research-grade Observations,4177857,2024,120.9077224,24.54689647,Common
353671,TW,Evergreen Broadleaf,Apocynaceae,Stephanotis,Stephanotis volubilis,Chinese Taipei,iNaturalist Research-grade Observations,12202584,2019,121.5987538,25.13075779,Common
215040,MQ,Deciduous Broadleaf,Fabaceae,Chamaecrista,Chamaecrista glandulosa,Martinique,Carnet en Ligne,2949573,2018,-61.07458146,14.69227868,Rare
5645472,AU,Evergreen Broadleaf,Rhamnaceae,Pomaderris,Pomaderris angustifolia,Australia,NatureMapr,3877626,2023,148.954545,-35.23964243,Rare
6016853,CO,Evergreen Broadleaf,Annonaceae,Annona,Annona reticulata,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,5407123,2018,-75.86962012,6.792677949,Common
1682556,NO,Deciduous Broadleaf,Betulaceae,Alnus,Alnus incana,Norway,Norwegian Species Observation Service,9148577,2024,10.11448082,59.75854467,Frequent
4338844,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus falcata,United States of America,iNaturalist Research-grade Observations,2880967,2023,-77.11334367,37.79198729,Frequent
5783722,NZ,Evergreen Broadleaf,Piperaceae,Macropiper,Macropiper excelsum,New Zealand,iNaturalist Research-grade Observations,7305062,2022,172.6819434,-40.50611278,Frequent
5206294,US,Evergreen Broadleaf,Araliaceae,Aralia,Aralia nudicaulis,United States of America,Pl@ntNet automatically identified occurrences,3037021,2022,-72.31730848,42.19220145,Frequent
5927389,CO,Evergreen Broadleaf,Lacistemataceae,Lozania,Lozania mutisiana,Colombia,Biodiversidad asociada al proyecto Desarrollo Hidroeléctrico del río Minavieja,3075444,2019,-75.37094102,6.777994129,Rare
5246067,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia paradoxa,Australia,iNaturalist Research-grade Observations,2981159,2022,140.3220375,-36.2035128,Frequent
1570579,IT,Deciduous Broadleaf,Moraceae,Broussonetia,Broussonetia papyrifera,Italy,Pl@ntNet automatically identified occurrences,5361944,2022,14.26222068,42.29250001,Frequent
3566823,US,Deciduous Broadleaf,Passifloraceae,Passiflora,Passiflora incarnata,United States of America,iNaturalist Research-grade Observations,2874218,2022,-95.16153289,29.85728451,Frequent
403569,TW,Evergreen Broadleaf,Phyllanthaceae,Bridelia,Bridelia tomentosa,Chinese Taipei,iNaturalist Research-grade Observations,3076120,2024,120.6999551,23.95293083,Common
355894,TW,Evergreen Broadleaf,Pittosporaceae,Pittosporum,Pittosporum pentandrum,Chinese Taipei,iNaturalist Research-grade Observations,2986294,2024,120.268323,22.7283725,Common
2430913,SE,Deciduous Broadleaf,Salicaceae,Salix,Salix repens,Sweden,Artportalen,9148812,2020,21.04611866,65.52699386,Frequent
1515100,IT,Deciduous Broadleaf,Rhamnaceae,Paliurus,Paliurus spina-christi,Italy,iNaturalist Research-grade Observations,5372457,2020,12.0500339,42.24507747,Frequent
4870097,US,Evergreen Broadleaf,Sapotaceae,Sideroxylon,Sideroxylon lanuginosum,United States of America,iNaturalist Research-grade Observations,2887069,2020,-96.18165482,36.73047598,Frequent
1576229,IT,Deciduous Broadleaf,Oxalidaceae,Oxalis,Oxalis pes-caprae,Italy,iNaturalist Research-grade Observations,2891661,2020,15.52025349,40.13711325,Frequent
5281801,AU,Evergreen Broadleaf,Pandanaceae,Pandanus,Pandanus aquaticus,Australia,Flora Atlas N.T.,5327180,2020,132.2376115,-14.41948872,Rare
3509364,US,Deciduous Broadleaf,Salicaceae,Salix,Salix sitchensis,United States of America,iNaturalist Research-grade Observations,5372832,2021,-121.9138428,36.45616992,Common
1851284,IT,Deciduous Broadleaf,Betulaceae,Alnus,Alnus alnobetula,Italy,Pl@ntNet automatically identified occurrences,8956987,2022,7.73409674,45.87298425,Frequent
4474299,US,Evergreen Needleleaf,Taxaceae,Taxus,Taxus cuspidata,United States of America,iNaturalist Research-grade Observations,5284524,2020,-74.72100474,40.77839441,Common
3281770,CR,Deciduous Broadleaf,Phytolaccaceae,Phytolacca,Phytolacca rugosa,Costa Rica,iNaturalist Research-grade Observations,4192814,2023,-83.66228716,10.01007097,Common
5812915,NZ,Evergreen Broadleaf,Rubiaceae,Coprosma,Coprosma lucida,New Zealand,iNaturalist Research-grade Observations,7679994,2020,175.8615322,-37.599149,Frequent
2544701,SE,Deciduous Broadleaf,Ulmaceae,Ulmus,Ulmus laevis,Sweden,Artportalen,7303616,2020,16.65546927,56.75077845,Frequent
5810360,NZ,Evergreen Broadleaf,Rubiaceae,Coprosma,Coprosma tenuicaulis,New Zealand,iNaturalist Research-grade Observations,2911374,2019,175.0733103,-37.42457074,Common
5931876,CO,Evergreen Broadleaf,Myrtaceae,Myrciaria,Myrciaria floribunda,Colombia,"Biodiversidad asociada al proyecto Línea de Transmisión de Energía Segundo Circuito San Lorenzo - Calizas a 110 kV, Antioquia",3186420,2018,-74.85083147,5.916576069,Rare
1459769,GB,Deciduous Broadleaf,Grossulariaceae,Ribes,Ribes uva-crispa,United Kingdom of Great Britain and Northern Ireland,Vascular plant records verified via iRecord,2986185,2017,-0.667670119,51.78688932,Frequent
1185616,FR,Deciduous Broadleaf,Rosaceae,Cormus,Cormus domestica,France,Données de l'inventaire forestier national de l'IGN-Relevés floristiques du protocole de l'Inventaire National Forestier de l'IGN,3013215,2017,3.65058131,43.62229759,Frequent
3866836,US,Deciduous Broadleaf,Oxalidaceae,Oxalis,Oxalis montana,United States of America,iNaturalist Research-grade Observations,2891760,2022,-75.96211972,42.63982831,Frequent
6257279,CL,Evergreen Broadleaf,Escalloniaceae,Escallonia,Escallonia pulverulenta,Chile,iNaturalist Research-grade Observations,7278596,2022,-71.53969477,-33.0581521,Common
3644713,US,Deciduous Broadleaf,Rutaceae,Ptelea,Ptelea trifoliata,United States of America,iNaturalist Research-grade Observations,3190411,2024,-97.93322538,29.90038618,Frequent
6237778,BR,Evergreen Broadleaf,Erythroxylaceae,Erythroxylum,Erythroxylum argentinum,Brazil,iNaturalist Research-grade Observations,7284806,2024,-52.54451734,-31.75786485,Rare
1024360,ES,Evergreen Broadleaf,Ericaceae,Erica,Erica excelsa,Spain,iNaturalist Research-grade Observations,2882780,2015,-6.802180293,42.62428834,Frequent
3093311,MX,Evergreen Broadleaf,Rhamnaceae,Sageretia,Sageretia elegans,Mexico,iNaturalist Research-grade Observations,3876721,2018,-93.09487333,16.81011981,Rare
3626936,US,Deciduous Broadleaf,Grossulariaceae,Ribes,Ribes wolfii,United States of America,iNaturalist Research-grade Observations,2986125,2023,-105.4421598,36.57996795,Common
6259730,CL,Deciduous Broadleaf,Nothofagaceae,Nothofagus,Nothofagus dombeyi,Chile,iNaturalist Research-grade Observations,2874895,2018,-71.57917119,-38.45073474,Common
5291581,AU,Evergreen Broadleaf,Proteaceae,Hakea,Hakea aenigma,Australia,SA Flora,3997047,2021,136.7366929,-35.79006941,Common
5935720,CO,Evergreen Broadleaf,Phyllanthaceae,Phyllanthus,Phyllanthus salviifolius,Colombia,iNaturalist Research-grade Observations,5381107,2023,-74.06990018,4.774925804,Rare
976106,BE,Deciduous Broadleaf,Salicaceae,Populus,Populus alba,Belgium,"Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium",3040233,2016,3.866829874,51.1497908,Frequent
6042536,CO,Evergreen Broadleaf,Clusiaceae,Clusia,Clusia rosea,Colombia,Individuos plantados en actividades de restauración ecológica en el área de influencia del Proyecto Hidroeléctrico Ituango,5421060,2019,-75.84813172,6.696156247,Common
434689,TW,Evergreen Broadleaf,Theaceae,Polyspora,Polyspora axillaris,Chinese Taipei,iNaturalist Research-grade Observations,7313778,2023,120.9371792,24.24598741,Common
5776564,NZ,Deciduous Broadleaf,Nothofagaceae,Nothofagus,Nothofagus cliffortioides,New Zealand,iNaturalist Research-grade Observations,2874925,2020,171.445845,-41.93953541,Common
6182281,BR,Evergreen Broadleaf,Urticaceae,Cecropia,Cecropia distachya,Brazil,iNaturalist Research-grade Observations,4013607,2024,-60.74157579,-2.964169589,Rare
176073,ZA,Deciduous Broadleaf,Bignoniaceae,Kigelia,Kigelia africana,South Africa,iNaturalist Research-grade Observations,3172561,2024,31.57968363,-24.9854446,Common
5971145,CO,Deciduous Broadleaf,Moraceae,Maclura,Maclura tinctoria,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,2984583,2018,-75.85249718,6.84183062,Frequent
5292621,AU,Evergreen Broadleaf,Proteaceae,Hakea,Hakea mitchellii,Australia,iNaturalist Research-grade Observations,3994643,2021,139.8710351,-35.9604695,Common
5781583,NZ,Evergreen Needleleaf,Phyllocladaceae,Phyllocladus,Phyllocladus trichomanoides,New Zealand,iNaturalist Research-grade Observations,5284474,2021,174.1841745,-36.20556399,Frequent
3098875,MX,Evergreen Broadleaf,Sciuridae,Otospermophilus,Otospermophilus variegatus,Mexico,iNaturalist Research-grade Observations,7572569,2024,-103.5039001,20.57483627,Frequent
4928767,US,Deciduous Broadleaf,Hamamelidaceae,Hamamelis,Hamamelis virginiana,United States of America,iNaturalist Research-grade Observations,3152827,2023,-79.73638757,39.1178341,Frequent
301318,TW,Deciduous Broadleaf,Celastraceae,Euonymus,Euonymus spraguei,Chinese Taipei,iNaturalist Research-grade Observations,3793820,2023,120.8030985,23.50564287,Common
