sample_id,country_code,level0,level1_family,level2_genus,level3_species,location,source,species_key,year,longitude,latitude,Category
5799644,NZ,Evergreen Broadleaf,Rhamnaceae,Pomaderris,Pomaderris amoena,New Zealand,iNaturalist Research-grade Observations,3877695.0,2024,174.33361230506122,-35.7088736368873,Common
2541029,SE,Deciduous Broadleaf,Fabaceae,Medicago,Medicago lupulina,Sweden,Artportalen,2965201.0,2016,18.64829057898861,59.396229329636114,Frequent
3602616,US,Deciduous Broadleaf,Convolvulaceae,Ipomoea,Ipomoea cristulata,United States of America,iNaturalist Research-grade Observations,2928521.0,2022,-110.25681174995772,31.40563154256252,Common
97002,ZA,Deciduous Broadleaf,Fabaceae,Psoralea,Psoralea congesta,South Africa,iNaturalist Research-grade Observations,10700000.0,2019,18.39109854842797,-34.07850143691799,Rare
464512,TW,Deciduous Broadleaf,Juglandaceae,Platycarya,Platycarya strobilacea,Chinese Taipei,iNaturalist Research-grade Observations,7148630.0,2022,120.93264880088418,23.5542871991119,Common
4907900,US,Evergreen Broadleaf,Ericaceae,Kalmia,Kalmia hirsuta,United States of America,iNaturalist Research-grade Observations,2882993.0,2022,-87.4045787980035,30.659173567114625,Common
304626,TW,Deciduous Broadleaf,Scrophulariaceae,Buddleja,Buddleja asiatica,Chinese Taipei,iNaturalist Research-grade Observations,3173333.0,2022,120.61990974850067,23.305219650670622,Common
369932,TW,Evergreen Broadleaf,Arecaceae,Arenga,Arenga engleri,Chinese Taipei,iNaturalist Research-grade Observations,2733994.0,2019,120.80619315410948,24.36657488341181,Frequent
851112,DE,Deciduous Broadleaf,Rosaceae,Prunus,Prunus mahaleb,Germany,Pl@ntNet automatically identified occurrences,3022789.0,2020,13.266111016468908,52.311391079969695,Frequent
3117146,CA,Deciduous Broadleaf,Fabaceae,Desmodium,Desmodium perplexum,Canada,iNaturalist Research-grade Observations,2967495.0,2021,-81.85471919947001,42.28047381440316,Common
5969440,CO,Deciduous Broadleaf,Burseraceae,Bursera,Bursera simaruba,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,3190450.0,2018,-75.845772851979,6.865352377613717,Frequent
5270730,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus diversicolor,Australia,iNaturalist Research-grade Observations,3176934.0,2024,115.971765105894,-34.10141675723165,Common
3170561,US,Deciduous Broadleaf,Asteraceae,Nabalus,Nabalus asper,United States of America,iNaturalist Research-grade Observations,3090797.0,2022,-93.29286187098826,36.66336651288266,Rare
4751754,US,Evergreen Needleleaf,Cupressaceae,Juniperus,Juniperus ashei,United States of America,iNaturalist Research-grade Observations,2684487.0,2015,-98.0160799389308,30.525596735957592,Frequent
5999302,CO,Deciduous Broadleaf,Fabaceae,Caesalpinia,Caesalpinia pulcherrima,Colombia,Individuos plantados en actividades de restauración ecológica en el área de influencia del Proyecto Hidroeléctrico Ituango,2958715.0,2018,-75.84803807531415,6.696566484538684,Common
3463420,US,Deciduous Broadleaf,Asteraceae,Sonchus,Sonchus asper,United States of America,iNaturalist Research-grade Observations,3105782.0,2021,-116.51828144920646,32.864729671068964,Frequent
3814467,US,Deciduous Broadleaf,Hypericaceae,Hypericum,Hypericum tenuifolium,United States of America,iNaturalist Research-grade Observations,3710846.0,2024,-81.77793793843072,26.10720281602862,Common
3602617,US,Deciduous Broadleaf,Convolvulaceae,Ipomoea,Ipomoea cristulata,United States of America,iNaturalist Research-grade Observations,2928521.0,2022,-111.74546925934747,34.99078000324038,Common
5159441,US,Evergreen Broadleaf,Lauraceae,Lindera,Lindera benzoin,United States of America,iNaturalist Research-grade Observations,5371740.0,2024,-77.91289616372913,40.66693918001166,Frequent
4730934,US,Evergreen Broadleaf,Acanthaceae,Ruellia,Ruellia strepens,United States of America,iNaturalist Research-grade Observations,5415414.0,2023,-96.84136098010784,33.132668135168416,Frequent
3889497,US,Deciduous Broadleaf,Ericaceae,Vaccinium,Vaccinium angustifolium,United States of America,iNaturalist Research-grade Observations,2882868.0,2019,-71.57922915932409,43.176623812215226,Frequent
1523785,IT,Deciduous Broadleaf,Rosaceae,Prunus,Prunus mahaleb,Italy,Pl@ntNet automatically identified occurrences,3022789.0,2021,13.249496405943772,42.06654844136409,Frequent
3087223,MX,Evergreen Needleleaf,Pinaceae,Abies,Abies religiosa,Mexico,iNaturalist Research-grade Observations,2685527.0,2022,-100.26670863633338,19.66273606864756,Common
5247053,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia platycarpa,Australia,Flora Atlas N.T.,2981312.0,2020,132.5348195046534,-16.718668107322557,Rare
360715,TW,Evergreen Broadleaf,Amaranthaceae,Alternanthera,Alternanthera sessilis,Chinese Taipei,iNaturalist Research-grade Observations,3084939.0,2022,121.37703389366844,24.70941732700705,Common
5357347,AU,Evergreen Broadleaf,Ericaceae,Leucopogon,Leucopogon amplexicaulis,Australia,iNaturalist Research-grade Observations,4010422.0,2023,151.13081820558824,-33.592597654225045,Common
2385245,SE,Deciduous Broadleaf,Malvaceae,Malva,Malva moschata,Sweden,Artportalen,3152379.0,2021,14.97111073166869,59.56002994773341,Frequent
3069243,MX,Deciduous Broadleaf,Fabaceae,Medicago,Medicago lupulina,Mexico,iNaturalist Research-grade Observations,2965201.0,2023,-99.53070279375476,20.88256329372716,Frequent
6190746,CO,Evergreen Broadleaf,Capparaceae,Quadrella,Capparis indica,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del proyecto: Interconexión Cuestecitas - Copey - Fundación 500/220 mil voltios,5602118.0,2019,-72.69318394809171,11.111847951932347,Frequent
379943,TW,Evergreen Broadleaf,Euphorbiaceae,Croton,Croton cascarilloides,Chinese Taipei,iNaturalist Research-grade Observations,3057960.0,2022,120.26619601653718,22.64504082150585,Common
5943638,CO,Deciduous Broadleaf,Asteraceae,Smallanthus,Smallanthus pyramidalis,Colombia,iNaturalist Research-grade Observations,3145318.0,2021,-74.03902090984064,4.673615027823998,Rare
458175,TW,Evergreen Broadleaf,Rutaceae,Glycosmis,Glycosmis parviflora,Chinese Taipei,iNaturalist Research-grade Observations,7732678.0,2024,121.1771680662509,22.8787289304138,Common
5191259,US,Deciduous Broadleaf,Viburnaceae,Viburnum,Viburnum lantanoides,United States of America,Pl@ntNet automatically identified occurrences,2888601.0,2020,-72.44535157064225,43.44047328064867,Frequent
4507732,US,Evergreen Needleleaf,Cupressaceae,Thuja,Thuja plicata,United States of America,iNaturalist Research-grade Observations,2684171.0,2020,-123.00283551505798,48.53776979506584,Frequent
721390,CZ,Deciduous Broadleaf,Viburnaceae,Sambucus,Sambucus ebulus,Czechia,Pl@ntNet automatically identified occurrences,2888722.0,2021,18.691365495164906,49.60683481352844,Frequent
6239265,BR,Evergreen Broadleaf,Urticaceae,Urera,Urera baccifera,Brazil,iNaturalist Research-grade Observations,7411905.0,2020,-49.350222466104725,-26.39403003219047,Common
1471036,GB,Deciduous Broadleaf,Asteraceae,Sonchus,Sonchus asper,United Kingdom of Great Britain and Northern Ireland,Shropshire Ecological Data Network database,3105782.0,2020,-2.619378518118338,52.96924225838456,Frequent
1999881,PT,Deciduous Broadleaf,Fagaceae,Castanea,Castanea sativa,Portugal,iNaturalist Research-grade Observations,5333294.0,2022,-16.96411486570843,32.71662954778087,Frequent
4666717,US,Evergreen Broadleaf,Fabaceae,Paraserianthes,Paraserianthes lophantha,United States of America,iNaturalist Research-grade Observations,2943719.0,2021,-122.51286503220427,37.781660006975294,Common
5799772,NZ,Evergreen Broadleaf,Rhamnaceae,Pomaderris,Pomaderris amoena,New Zealand,iNaturalist Research-grade Observations,3877695.0,2021,173.7346613924613,-35.01385585119196,Common
369770,TW,Evergreen Broadleaf,Arecaceae,Arenga,Arenga engleri,Chinese Taipei,iNaturalist Research-grade Observations,2733994.0,2020,120.52590298009196,23.17977176073403,Frequent
5270792,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus diversicolor,Australia,iNaturalist Research-grade Observations,3176934.0,2021,118.21972280176556,-34.88527767231584,Common
4649206,US,Evergreen Broadleaf,Ericaceae,Arctostaphylos,Arctostaphylos glandulosa,United States of America,iNaturalist Research-grade Observations,2882491.0,2021,-122.5612551968363,37.93642648633829,Frequent
3454802,US,Deciduous Broadleaf,Scrophulariaceae,Buddleja,Buddleja asiatica,United States of America,iNaturalist Research-grade Observations,3173333.0,2022,-158.05712649460256,21.637243851517606,Common
3073220,MX,Deciduous Broadleaf,Fagaceae,Quercus,Quercus rysophylla,Mexico,iNaturalist Research-grade Observations,2879735.0,2019,-100.350776068494,25.602396903970128,Rare
1747217,NO,Deciduous Broadleaf,Ericaceae,Vaccinium,Vaccinium oxycoccos,Norway,Norwegian Species Observation Service,2882940.0,2017,10.91789935161272,59.576100547930025,Frequent
3117150,CA,Deciduous Broadleaf,Fabaceae,Desmodium,Desmodium perplexum,Canada,iNaturalist Research-grade Observations,2967495.0,2019,-80.45009344943246,42.6962359375254,Common
6105894,CO,Deciduous Broadleaf,Bignoniaceae,Tabebuia,Tabebuia rosea,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental (EIA) para la obtención de la licencia ambiental global para el área de desarrollo VIM-43,3172537.0,2021,-74.29813035385428,10.4419259869658,Common
4051938,US,Evergreen Broadleaf,Ericaceae,Arctostaphylos,Arctostaphylos obispoensis,United States of America,iNaturalist Research-grade Observations,2882609.0,2022,-120.69479143249124,35.41748921944882,Rare
4648563,US,Evergreen Broadleaf,Ericaceae,Arctostaphylos,Arctostaphylos glandulosa,United States of America,iNaturalist Research-grade Observations,2882491.0,2024,-117.9445338393532,34.184868833446885,Frequent
5161842,US,Evergreen Broadleaf,Lauraceae,Lindera,Lindera benzoin,United States of America,iNaturalist Research-grade Observations,5371740.0,2021,-78.92986996368536,43.160477407300704,Frequent
3469775,US,Deciduous Broadleaf,Cornaceae,Cornus,Cornus nuttallii,United States of America,iNaturalist Research-grade Observations,8288790.0,2015,-119.63591100083472,37.47851694005888,Frequent
4807291,US,Evergreen Broadleaf,Acanthaceae,Ruellia,Ruellia strepens,United States of America,iNaturalist Research-grade Observations,5415414.0,2024,-90.4024859454478,42.31482672891891,Frequent
3451807,US,Deciduous Broadleaf,Sapindaceae,Acer,Acer glabrum,United States of America,iNaturalist Research-grade Observations,3189864.0,2020,-122.3802825805822,41.22675256266547,Frequent
3124668,CA,Evergreen Broadleaf,Lauraceae,Lindera,Lindera benzoin,Canada,iNaturalist Research-grade Observations,5371740.0,2021,-79.96964314732787,43.57443805359736,Frequent
369338,TW,Evergreen Broadleaf,Arecaceae,Arenga,Arenga engleri,Chinese Taipei,iNaturalist Research-grade Observations,2733994.0,2022,120.77405641281727,24.35862430623352,Frequent
501902,KR,Deciduous Broadleaf,Viburnaceae,Sambucus,Sambucus sieboldiana,"Korea, Republic of",NIEK_NES,6369731.0,2017,126.67761190691007,36.36639038272316,Rare
1030289,ES,Deciduous Broadleaf,Fagaceae,Castanea,Castanea sativa,Spain,Pl@ntNet observations,5333294.0,2019,-6.6730447264817565,37.907504756905645,Frequent
368899,TW,Evergreen Broadleaf,Arecaceae,Arenga,Arenga engleri,Chinese Taipei,iNaturalist Research-grade Observations,2733994.0,2023,120.66890189177492,23.211141536645023,Frequent
980390,BE,Deciduous Broadleaf,Viburnaceae,Sambucus,Sambucus ebulus,Belgium,Pl@ntNet automatically identified occurrences,2888722.0,2020,4.407500336055404,50.778887229921416,Frequent
2005503,PT,Deciduous Broadleaf,Fagaceae,Quercus,Quercus rotundifolia,Portugal,Forestry Inventory 2015,2881550.0,2015,-7.851451361875897,39.42701032738313,Frequent
369075,TW,Evergreen Broadleaf,Arecaceae,Arenga,Arenga engleri,Chinese Taipei,iNaturalist Research-grade Observations,2733994.0,2023,120.8685536823419,24.56942384943412,Frequent
5799788,NZ,Evergreen Broadleaf,Rhamnaceae,Pomaderris,Pomaderris amoena,New Zealand,iNaturalist Research-grade Observations,3877695.0,2020,173.72917223906452,-35.01093514000195,Common
3602696,US,Deciduous Broadleaf,Convolvulaceae,Ipomoea,Ipomoea cristulata,United States of America,iNaturalist Research-grade Observations,2928521.0,2021,-112.57296247823965,34.58640642420864,Common
4195883,US,Deciduous Broadleaf,Betulaceae,Ostrya,Ostrya virginiana,United States of America,iNaturalist Research-grade Observations,5332289.0,2023,-82.8504543011087,35.60303687338376,Frequent
2838000,CA,Deciduous Broadleaf,Oleaceae,Fraxinus,Fraxinus nigra,Canada,iNaturalist Research-grade Observations,3172369.0,2024,-94.77640479146972,50.04492811472633,Frequent
5853400,NZ,Evergreen Broadleaf,Rubiaceae,Coprosma,Coprosma depressa,New Zealand,iNaturalist Research-grade Observations,2911515.0,2022,168.50739545963935,-45.07006067883258,Rare
425610,TW,Evergreen Broadleaf,Rutaceae,Glycosmis,Glycosmis parviflora,Chinese Taipei,iNaturalist Research-grade Observations,7732678.0,2021,121.4084170468826,24.873378472742253,Common
4742084,US,Evergreen Broadleaf,Asparagaceae,Nolina,Nolina texana,United States of America,iNaturalist Research-grade Observations,2776985.0,2024,-98.57882295097671,29.6194583517858,Common
2144422,RU,Deciduous Broadleaf,Ericaceae,Vaccinium,Vaccinium myrtillus,Russian Federation,iNaturalist Research-grade Observations,2882833.0,2021,37.23492516771124,54.8706876704939,Frequent
597507,CZ,Deciduous Broadleaf,Rosaceae,Sorbus,Sorbus aria,Czechia,Pl@ntNet automatically identified occurrences,5015.0,2022,15.74257534582431,49.47951856025045,Frequent
5192170,US,Deciduous Broadleaf,Viburnaceae,Viburnum,Viburnum lantanoides,United States of America,iNaturalist Research-grade Observations,2888601.0,2020,-72.11769682523504,43.53894360921191,Frequent
3533265,US,Deciduous Broadleaf,Cornaceae,Cornus,Cornus nuttallii,United States of America,iNaturalist Research-grade Observations,8288790.0,2024,-118.6861269355518,36.148077254247504,Frequent
1998322,PT,Evergreen Broadleaf,Fabaceae,Paraserianthes,Paraserianthes lophantha,Portugal,Pl@ntNet automatically identified occurrences,2943719.0,2022,-16.964355657165317,32.711180526293546,Common
4196017,US,Deciduous Broadleaf,Betulaceae,Ostrya,Ostrya virginiana,United States of America,iNaturalist Research-grade Observations,5332289.0,2023,-86.27536942453203,43.12776098287157,Frequent
6024638,CO,Deciduous Broadleaf,Burseraceae,Bursera,Bursera simaruba,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,3190450.0,2018,-75.85853479919398,6.766663553098852,Frequent
499683,KR,Deciduous Broadleaf,Rosaceae,Neillia,Neillia incisa,"Korea, Republic of",online_flora_observed,3853033.0,2022,129.0097975625802,37.15004172005784,Common
5454823,AU,Evergreen Broadleaf,Proteaceae,Persoonia,Persoonia marginata,Australia,NSW BioNet Atlas,7287355.0,2021,149.9846241162042,-33.157081713436035,Rare
134231,ZA,Evergreen Broadleaf,Salvadoraceae,Azima,Azima tetracantha,South Africa,iNaturalist Research-grade Observations,3796625.0,2021,22.056408268743628,-34.20327154349446,Common
3209460,US,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron strigosus,United States of America,iNaturalist Research-grade Observations,3146632.0,2021,-89.77500570430797,35.10321177720196,Frequent
3073219,MX,Deciduous Broadleaf,Fagaceae,Quercus,Quercus rysophylla,Mexico,iNaturalist Research-grade Observations,2879735.0,2019,-100.35061108175502,25.60272687744808,Rare
608936,DE,Evergreen Broadleaf,Aristolochiaceae,Isotrema,Isotrema macrophyllum,Germany,Pl@ntNet automatically identified occurrences,2873995.0,2022,14.665622177598165,51.727186414553536,Rare
3565267,US,Deciduous Broadleaf,Oxalidaceae,Oxalis,Oxalis drummondii,United States of America,iNaturalist Research-grade Observations,2891752.0,2021,-97.64117655876127,30.681776750354533,Common
6215808,CO,Evergreen Broadleaf,Sapotaceae,Pradosia,Pradosia colombiana,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del proyecto: Interconexión Cuestecitas - Copey - Fundación 500/220 mil voltios,2883841.0,2018,-73.93456646766367,10.123519417143449,Common
3169538,US,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron strigosus,United States of America,iNaturalist Research-grade Observations,3146632.0,2019,-94.21673855915068,38.98736971811968,Frequent
499670,KR,Deciduous Broadleaf,Rosaceae,Neillia,Neillia incisa,"Korea, Republic of",iNaturalist Research-grade Observations,3853033.0,2020,128.1462926435804,37.45653803096645,Common
3380027,US,Deciduous Broadleaf,Cornaceae,Cornus,Cornus nuttallii,United States of America,iNaturalist Research-grade Observations,8288790.0,2024,-122.52015566242666,40.793055935106274,Frequent
181634,ZA,Evergreen Broadleaf,Asphodelaceae,Aloe,Aloe marlothii,South Africa,iNaturalist Research-grade Observations,2778219.0,2022,26.63414816481748,-24.93490960817876,Common
417978,TW,Evergreen Broadleaf,Primulaceae,Ardisia,Ardisia paniculata,Chinese Taipei,iNaturalist Research-grade Observations,3169458.0,2020,121.26401351836782,24.69790392808705,Frequent
4750628,US,Evergreen Needleleaf,Cupressaceae,Juniperus,Juniperus ashei,United States of America,iNaturalist Research-grade Observations,2684487.0,2022,-98.26249432224527,29.837557443410898,Frequent
3380225,US,Deciduous Broadleaf,Cornaceae,Cornus,Cornus nuttallii,United States of America,iNaturalist Research-grade Observations,8288790.0,2023,-122.59259821814096,38.65711531679831,Frequent
2779802,CA,Deciduous Broadleaf,Viburnaceae,Viburnum,Viburnum lantanoides,Canada,iNaturalist Research-grade Observations,2888601.0,2022,-78.06709187815729,44.9206362025316,Frequent
5963532,CO,Deciduous Broadleaf,Burseraceae,Bursera,Bursera simaruba,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,3190450.0,2018,-75.85172575188535,6.842392466289524,Frequent
4742439,US,Evergreen Broadleaf,Asparagaceae,Nolina,Nolina texana,United States of America,iNaturalist Research-grade Observations,2776985.0,2020,-99.79612632486008,30.445546953846133,Common
2693711,CA,Deciduous Broadleaf,Ericaceae,Vaccinium,Vaccinium angustifolium,Canada,iNaturalist Research-grade Observations,2882868.0,2024,-64.79232128744259,46.11037341370256,Frequent
181614,ZA,Evergreen Broadleaf,Asphodelaceae,Aloe,Aloe marlothii,South Africa,iNaturalist Research-grade Observations,2778219.0,2023,31.44487609093388,-25.427564469866613,Common
464513,TW,Deciduous Broadleaf,Juglandaceae,Platycarya,Platycarya strobilacea,Chinese Taipei,iNaturalist Research-grade Observations,7148630.0,2022,120.93268893279364,23.554300576415056,Common
6052621,CO,Deciduous Broadleaf,Fabaceae,Enterolobium,Enterolobium cyclocarpum,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,2961150.0,2018,-75.86132173735237,6.722687898509771,Frequent
6054026,CO,Deciduous Broadleaf,Fabaceae,Enterolobium,Enterolobium cyclocarpum,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,2961150.0,2018,-75.83894150916512,6.693190945041227,Frequent
369843,TW,Evergreen Broadleaf,Arecaceae,Arenga,Arenga engleri,Chinese Taipei,iNaturalist Research-grade Observations,2733994.0,2020,121.58255832032285,25.266024616003435,Frequent
3971759,US,Deciduous Broadleaf,Rhamnaceae,Rhamnus,Rhamnus cathartica,United States of America,Pl@ntNet automatically identified occurrences,3039491.0,2020,-69.90948309705284,44.224182586297054,Frequent
5751031,NZ,Evergreen Broadleaf,Ericaceae,Dracophyllum,Dracophyllum elegantissimum,New Zealand,iNaturalist Research-grade Observations,4010897.0,2017,172.1974487317006,-41.14779080121106,Rare
3454809,US,Deciduous Broadleaf,Scrophulariaceae,Buddleja,Buddleja asiatica,United States of America,iNaturalist Research-grade Observations,3173333.0,2021,-157.85847354267156,21.38323116000806,Common
3166519,US,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron strigosus,United States of America,Pl@ntNet automatically identified occurrences,3146632.0,2021,-96.41023279475544,35.69122897401881,Frequent
3635003,US,Deciduous Broadleaf,Oxalidaceae,Oxalis,Oxalis drummondii,United States of America,iNaturalist Research-grade Observations,2891752.0,2022,-98.47975956197338,31.04248235276988,Common
6191540,CO,Evergreen Broadleaf,Capparaceae,Quadrella,Capparis indica,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del proyecto: Interconexión Cuestecitas - Copey - Fundación 500/220 mil voltios,5602118.0,2019,-72.87052239698725,10.836110520090417,Frequent
6154542,CO,Deciduous Broadleaf,Fabaceae,Samanea,Samanea saman,Colombia,Fauna y Flora del proyecto: Subestación Toluviejo 220 kv y líneas asociadas - Tramo 2,2972960.0,2020,-75.3543487021819,10.29507887107372,Frequent
2618674,SI,Deciduous Broadleaf,Rosaceae,Sorbus,Sorbus aria,Slovenia,Pl@ntNet automatically identified occurrences,5015.0,2019,14.634412929325094,46.29973805813925,Frequent
5258113,AU,Deciduous Broadleaf,Loranthaceae,Nuytsia,Nuytsia floribunda,Australia,iNaturalist Research-grade Observations,4004137.0,2023,115.64621505618402,-33.371952415898434,Common
1978139,PT,Deciduous Broadleaf,Asteraceae,Sonchus,Sonchus asper,Portugal,iNaturalist Research-grade Observations,3105782.0,2023,-9.397176446547643,38.7685036611134,Frequent
3045225,MX,Deciduous Broadleaf,Bignoniaceae,Tabebuia,Tabebuia rosea,Mexico,iNaturalist Research-grade Observations,3172537.0,2022,-94.03948483317514,18.101957058819377,Common
5024226,US,Evergreen Broadleaf,Ericaceae,Kalmia,Kalmia hirsuta,United States of America,iNaturalist Research-grade Observations,2882993.0,2023,-82.1895397202701,29.565819825213914,Common
6137259,CO,Deciduous Broadleaf,Fabaceae,Enterolobium,Enterolobium cyclocarpum,Colombia,Monitoreos en áreas de compensación por pérdida de biodiversidad relacionadas al Gasoducto Loop San Mateo,2961150.0,2020,-75.13473351619864,9.937378702768402,Frequent
1745499,NO,Deciduous Broadleaf,Ericaceae,Vaccinium,Vaccinium oxycoccos,Norway,Norwegian Species Observation Service,2882940.0,2022,11.7305259275927,59.33223231131708,Frequent
4027515,US,Evergreen Broadleaf,Thymelaeaceae,Wikstroemia,Wikstroemia oahuensis,United States of America,iNaturalist Research-grade Observations,5420862.0,2020,-157.75424651464832,21.3640704027814,Rare
